Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Depreciation Rate (in %),Price (in lacs),City,RTO,Registration Month,Registration Year
Maruti,Swift LXI Optional-O,Comprehensive,Petrol,5,"49,048",Second Owner,1197,Manual,2016,20.4,83.11,113,,70,4.3,DelhiNCR,DL1C,Jun,2016
Hyundai,Santro Magna CNG,Comprehensive,CNG,5,"18,937",Second Owner,1086,Manual,2020,30.48 ,59.17,85.3,,30,5.05,DelhiNCR,DL1C,Jun,2020
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Comprehensive,Petrol,5,"37,304",First Owner,1197,Manual,2017,18.9,81.86,113.75,,60,4.44,DelhiNCR,DL8C,Jun,2017
Renault,KWID 1.0 RXT Optional,Third Party,Petrol,5,"25,817",First Owner,999,Manual,2019,23.01,67,91,,40,3.87,DelhiNCR,HR26,Jun,2019
Maruti,Swift LXI,Third Party,Petrol,5,"69,999",First Owner,1197,Manual,2019,21.21,81.80,113,,40,5.45,DelhiNCR,DL12,Jun,2019
Mahindra,XUV500 W11 Option,Third Party,Diesel,7,"48,747",First Owner,2179,Manual,2020,15.1,152.87,360,R18,30,16.55,DelhiNCR,HR26,Jun,2020
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"28,011",Second Owner,1197,Manual,2016,21.4,83.1,115,,70,5.32,DelhiNCR,DL1C,Jun,2016
Hyundai,Verna 1.6 VTVT AT S,Third Party,Petrol,5,"36,393",Second Owner,1591,Automatic,2016,17.01,121.3,154.9,15,70,7.31,DelhiNCR,DL2C,Jun,2016
Hyundai,Xcent 1.2 VTVT SX,Comprehensive,Petrol,5,"42,226",First Owner,1197,Manual,2019,20.14,81.86,113.75,14,40,5.79,DelhiNCR,DL9C,Jun,2019
Hyundai,i10 Magna 1.1,Comprehensive,Petrol,5,"22,736",First Owner,1086,Manual,2009,19.81,68.05,99.04,,75,1.57,DelhiNCR,DL10,Jan,2010
Honda,City 1.5 S MT,Third Party,Petrol,5,"1,49,514",First Owner,1497,Manual,2010,17,"118PS at 6,600 ",146Nm at 4800 r,15,75,1.96,DelhiNCR,DL3C,Nov,2010
Honda,Accord VTi-L (MT),Third Party,Petrol,5,"33,425",Second Owner,2354,Manual,2007,11.9,,,15,75,2.71,DelhiNCR,HR26,Nov,2009
Hyundai,Santro Xing GL,Third Party,Petrol,5,"54,790",First Owner,1086,Manual,2010,,62,96.1,13,75,0.9,DelhiNCR,DL7C,Jan,2010
Maruti,SX4 Zxi BSIII,Not Available,Petrol,5,"1,26,468",Second Owner,1586,Manual,2009,15,104,1,16,75,1.42,DelhiNCR,DL3C,Jun,2009
Honda,City V MT,Third Party,Petrol,5,"85,922",First Owner,1497,Manual,2011,16.8,116.3,146,15,75,3.0,DelhiNCR,DL7C,Feb,2011
Hyundai,i10 Sportz 1.1L,Comprehensive,Petrol,5,"50,316",First Owner,1086,Manual,2015,19.81,68.05,99.04,,75,2.8,DelhiNCR,DL12,Dec,2015
Maruti,Vitara Brezza VDi,Not Available,Diesel,5,"69,706",First Owner,1248,Manual,2018,24.3,88.5,200,,50,7.0,DelhiNCR,HR26,May,2018
Hyundai,Aura SX Plus AMT,Third Party,Petrol,5,"40,906",First Owner,1197,Automatic,2020,20.1,81.86,113.8,15,30,8.16,DelhiNCR,HR36,Jun,2020
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"21,820",First Owner,998,Manual,2021,32.52,58.33,78,,20,5.98,DelhiNCR,DL8C,Jun,2021
Honda,Amaze E i-Vtech,Comprehensive,Petrol,5,"27,074",First Owner,1198,Manual,2014,18,86.7,109,,75,3.94,DelhiNCR,DL13,Jun,2014
Tata,Altroz XZ,Third Party,Petrol,5,"32,210",First Owner,1199,Manual,2020,19.33,86.83,113,16,30,7.55,DelhiNCR,UP53,Jun,2020
Hyundai,Venue SX Turbo BSIV,Third Party,Petrol,5,"37,494",Second Owner,998,Manual,2019,18.27,118.35,171.6,16,40,8.83,DelhiNCR,DL2C,Jun,2019
Honda,City S,Third Party,Petrol,5,"63,392",First Owner,1497,Manual,2012,16.8,116.4,146,15,75,4.07,DelhiNCR,HR26,Jun,2012
Honda,City i VTEC SV,Third Party,Petrol,5,"60,055",First Owner,1497,Manual,2014,17.4,117.3,145,,75,5.21,DelhiNCR,UP32,Jun,2014
Maruti,Wagon R LXI CNG Optional,Comprehensive,CNG,5,"44,807",First Owner,998,Manual,2019,26.6,58.16,77,,40,5.24,DelhiNCR,DL8C,Jun,2019
Tata,Altroz XZ,Third Party,Petrol,5,"16,787",First Owner,1199,Manual,2020,19.33,86.83,113,16,30,7.76,DelhiNCR,HR26,Jun,2020
Maruti,Ciaz VDI SHVS,Third Party,Diesel,5,"60,806",First Owner,1248,Manual,2017,28.09,88.5,200,,60,5.94,DelhiNCR,HR51,Jun,2017
Hyundai,i20 Petrol Spotz,Third Party,Petrol,5,"52,046",First Owner,1197,Manual,2018,18.6,81.86,114.73,,50,6.31,DelhiNCR,UP16,Jun,2018
Tata,Altroz XZ,Third Party,Petrol,5,"18,544",First Owner,1199,Manual,2020,19.33,86.83,113,16,30,7.58,DelhiNCR,DL2C,Jun,2020
Mahindra,TUV 300 T8,Third Party insurance,Diesel,7,"1,00,000",Second Owner,1493,Manual,2017,18.49,100,240,15,60,6.0,DelhiNCR,,Mar,2017
Ford,Endeavour 2.2 Trend AT 4X2,Comprehensive,Diesel,7,"45,000",Second Owner,2198,Automatic,2018,12.62,158,385,18,50,22.5,DelhiNCR,DL12,May,2018
Maruti,Ritz LDi,Third Party insurance,Diesel,5,"1,20,000",Second Owner,1248,Manual,2013,23.2,73.94,190,,75,1.44,DelhiNCR,,Mar,2013
Skoda,Superb LK 1.8 TSI AT,Comprehensive,Petrol,5,"88,000",First Owner,1798,Automatic,2017,14.67,177.46,2,17,60,13.8,DelhiNCR,HR81,Oct,2017
Land,Rover Range Rover Evoque 2.0 Si4 SE,Comprehensive,Petrol,5,"27,000",Second Owner,1999,Automatic,2019,11.56,237,340,17,40,45.0,DelhiNCR,DL13,Jan,2019
Mercedes-Benz,E-Class E 200 CGI,Comprehensive,Petrol,5,"54,000",First Owner,1991,Automatic,2014,12,181.03,300,17,75,22.75,DelhiNCR,HR26,Jul,2014
Hyundai,Venue SX Turbo,Third Party,Petrol,5,"3,505",First Owner,998,Manual,2021,18.27,118.35,172,,20,11.0,DelhiNCR,PB11,Dec,2021
Maruti,Celerio Green VXI,Comprehensive,CNG,5,"56,892",First Owner,998,Manual,2016,31.79,58.2,78,,70,3.4,DelhiNCR,DL8C,May,2016
Maruti,Swift LXI,Third Party,Petrol,5,"3,029",First Owner,1197,Manual,2021,22.38,88.50,113,,20,5.9,DelhiNCR,DL9C,Jun,2021
Maruti,Wagon R LXI CNG Optional,Third Party,CNG,5,"39,481",First Owner,998,Manual,2019,26.6,58.16,77,,40,5.42,DelhiNCR,DL1C,Jun,2019
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"67,131",Second Owner,1197,Manual,2013,20.36,78.9,111.8,13,75,2.98,DelhiNCR,HR03,Jun,2013
Maruti,Wagon R CNG LXI,Comprehensive,CNG,5,"45,640",First Owner,998,Manual,2020,32.52,58.33,78,,30,5.68,DelhiNCR,HR35,Jun,2020
Maruti,Wagon R LXI CNG Optional,Comprehensive,CNG,5,"54,154",First Owner,998,Manual,2019,26.6,58.16,77,,40,5.27,DelhiNCR,HR26,Jun,2019
Honda,WR-V VX Diesel,Comprehensive,Diesel,5,"7,738",First Owner,1498,Manual,2021,23.7,97.89,200,16,20,10.23,DelhiNCR,HR51,Jun,2021
Maruti,Baleno Zeta,Zero Dep,Petrol,5,"18,415",First Owner,1197,Manual,2019,21.01,81.80,113,R16,40,7.0,DelhiNCR,HR26,Jun,2019
Hyundai,Creta 1.4 EX Diesel,Third Party,Diesel,5,"82,281",Second Owner,1396,Manual,2019,22.1,88.7,219.7,,40,8.77,DelhiNCR,HR51,Jun,2019
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"36,141",First Owner,998,Manual,2020,32.52,58.33,78,,30,5.68,DelhiNCR,DL2C,Jun,2020
Maruti,Baleno Delta,Third Party,Petrol,5,"48,334",Second Owner,1197,Manual,2019,21.01,81.80,113,,40,6.07,DelhiNCR,DL8C,Jun,2019
Maruti,Celerio X ZXI BSIV,Third Party,Petrol,5,"48,139",First Owner,998,Manual,2018,21.63,67,90,,50,4.25,DelhiNCR,DL9C,Jun,2018
Tata,Altroz XZ,Comprehensive,Petrol,5,"22,606",First Owner,1199,Manual,2020,19.33,86.83,113,16,30,7.66,DelhiNCR,DL12,Jun,2020
Tata,Tiago 1.2 Revotron XZ,Not Available,Petrol,5,"1,08,738",First Owner,1199,Manual,2019,23.84,84,114,14,40,3.87,DelhiNCR,DL7C,Feb,2019
Maruti,Ciaz VXi Plus,Comprehensive,Petrol,5,"60,643",First Owner,1373,Manual,2015,20.73,91.1,130,,75,5.0,DelhiNCR,DL2C,Jul,2015
Honda,City 1.5 E MT,Not Available,Petrol,5,"94,820",First Owner,1497,Manual,2009,17,"118PS at 6,600 ",146Nm at 4800 r,15,75,2.5,DelhiNCR,CH04,Feb,2009
Honda,CR-V 2.4 MT,Third Party,Petrol,5,"1,05,313",Third Owner,2354,Manual,2009,10.8,152,215 ,16,75,2.93,DelhiNCR,DL4C,Oct,2009
Maruti,Baleno 1.2 Delta,Third Party insurance,Petrol,5,"23,000",First Owner,1197,Manual,2020,21.4,83.1,115,,30,6.5,DelhiNCR,DL9C,Feb,2020
Volkswagen,Polo Petrol Trendline 1.2L,Comprehensive,Petrol,5,"69,000",Second Owner,1198,Manual,2011,16.47,73.9,110,14,75,2.5,DelhiNCR,HR51,Jun,2011
Maruti,SX4 S Cross Zeta DDiS 200 SH,Comprehensive,Diesel,5,"31,000",First Owner,1248,Manual,2019,25.1,88.5,200,R16,40,7.9,DelhiNCR,HR51,Aug,2019
Volkswagen,Polo 1.0 MPI Trendline,Comprehensive,Petrol,5,"21,000",First Owner,999,Manual,2020,17.74,75.10,95,,30,6.0,DelhiNCR,HR12,Oct,2020
Tata,Altroz XZ,Third Party,Petrol,5,"20,823",First Owner,1199,Manual,2020,19.33,86.83,113,16,30,7.88,DelhiNCR,HR30,Jun,2020
Volkswagen,Vento 1.2 TSI Highline AT,Third Party,Petrol,5,"47,991",First Owner,1197,Automatic,2019,18.19,103.2,175,15,40,8.5,DelhiNCR,HR51,Jun,2019
Maruti,Ciaz 1.4 AT Delta,Comprehensive,Petrol,5,"45,064",First Owner,1373,Automatic,2017,19.12,91.1,130,,60,7.79,DelhiNCR,DL9C,Jun,2017
Maruti,Ciaz 1.4 Alpha,Comprehensive,Petrol,5,"97,650",First Owner,1373,Manual,2017,20.73,91.1,130,16,60,6.53,DelhiNCR,DL8C,Jun,2017
Tata,Altroz XZ,Third Party,Petrol,5,"24,255",First Owner,1199,Manual,2020,19.33,86.83,113,16,30,7.58,DelhiNCR,HR26,Jun,2020
Toyota,Etios VX,Third Party,Petrol,5,"57,078",First Owner,1496,Manual,2011,17.6,88.7,132,15,75,3.07,DelhiNCR,DL4C,Jun,2011
Maruti,Wagon R LXI CNG Optional,Comprehensive,CNG,5,"52,527",First Owner,998,Manual,2019,26.6,58.16,77,,40,5.52,DelhiNCR,HR29,Jun,2019
Maruti,Baleno Zeta,Third Party,Petrol,5,"55,604",Second Owner,1197,Manual,2019,21.01,81.80,113,R16,40,5.97,DelhiNCR,HR19,Jun,2019
Honda,City S,Third Party,Petrol,5,"61,251",Second Owner,1497,Manual,2013,16.8,116.4,146,15,75,4.4,DelhiNCR,DL4C,Jun,2013
Hyundai,Santro Asta BSIV,Third Party,Petrol,5,"41,320",First Owner,1086,Manual,2019,20.3,68,99,,40,4.56,DelhiNCR,DL5C,Jun,2019
Maruti,Wagon R CNG LXI Opt,Third Party,CNG,5,"16,872",First Owner,998,Manual,2021,32.52,58.33,78,,20,6.56,DelhiNCR,DL3C,Jun,2021
Maruti,Ciaz 1.4 Delta,Third Party,Petrol,5,"27,369",First Owner,1373,Manual,2018,20.73,91.1,130,,50,9.17,DelhiNCR,DL1C,Jun,2018
Hyundai,Grand i10 Magna AT,Comprehensive,Petrol,5,"60,000",First Owner,1197,Automatic,2016,18.9,82,114,,70,4.3,DelhiNCR,DL1C,May,2016
Volkswagen,Polo 1.2 MPI Comfortline,Comprehensive,Petrol,5,"78,000",Second Owner,1199,Manual,2015,16.2,74,110,,75,3.65,DelhiNCR,HR51,Apr,2015
Honda,Amaze SX i-VTEC,Comprehensive,Petrol,5,"13,309",First Owner,1198,Manual,2015,18,86.7,109,,75,4.55,DelhiNCR,MH47,Dec,2015
Maruti,Swift Dzire 1.2 Vxi BSIV,Not Available,Petrol,5,"25,143",First Owner,1197,Manual,2010,17.5,85.8,114,14,75,2.0,DelhiNCR,DL9C,Dec,2010
Toyota,Etios G Safety,Third Party,Petrol,5,"91,763",Third Owner,1496,Manual,2011,17.6,88.7,132,14,75,2.5,DelhiNCR,PB02,Oct,2011
Maruti,Swift VDI BSIV,Comprehensive,Diesel,5,"1,10,126",First Owner,1248,Manual,2014,25.2,74,190,,75,3.25,DelhiNCR,DL9C,Apr,2014
Ford,Ecosport 1.5 Petrol Titanium,Comprehensive,Petrol,5,"53,000",First Owner,1496,Manual,2018,15.9,120.69,149,R16,50,7.25,DelhiNCR,HR26,Feb,2018
Maruti,Swift Dzire AMT ZXI Plus,Not Available,Petrol,5,"27,929",First Owner,1197,Automatic,2017,21.21,81.80,113,15,60,5.6,DelhiNCR,DL2C,Sept,2017
Hyundai,Verna 1.6 VTVT SX Option,Comprehensive,Petrol,5,"37,140",Second Owner,1591,Manual,2017,17.01,121.3,154.9,16,60,10.04,DelhiNCR,HR26,Jun,2017
Tata,Altroz XZ Option,Third Party,Petrol,5,"21,290",First Owner,1199,Manual,2020,18.53,84.88,113,16,30,7.68,DelhiNCR,DL10,Jun,2020
Hyundai,Tucson 2.0 Dual VTVT 2WD MT,Third Party,Petrol,5,"42,564",First Owner,1999,Manual,2018,13.03,152.88,192.21,17,50,16.87,DelhiNCR,HR26,Jun,2018
Honda,Amaze SX i-VTEC,Third Party,Petrol,5,"28,906",First Owner,1198,Manual,2016,18,86.7,109,,70,5.15,DelhiNCR,DL2C,Jun,2016
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Comprehensive,Petrol,5,"90,625",First Owner,1497,Automatic,2017,14.8,121.36,150,16,60,5.7,DelhiNCR,HR26,Oct,2017
Maruti,Ignis Zeta,Zero Dep,Petrol,5,"2,799",First Owner,1197,Manual,2021,20.89,81.80,113,15,20,6.0,DelhiNCR,DL10,Jul,2021
Hyundai,i20 Sportz,Not Available,Petrol,5,"5,812",First Owner,1197,Manual,2022,21,81.80,114.74,,15,7.5,DelhiNCR,HR06,Feb,2022
Renault,Captur 1.5 Petrol RXL,Comprehensive,Petrol,5,"65,201",Second Owner,1498,Manual,2017,13.87,104.55,142,R16,60,6.16,DelhiNCR,DL8C,Dec,2017
Maruti,Wagon R LXI Minor,Not Available,Petrol,5,"87,760",First Owner,1061,Manual,2008,18.9,67,84,13,75,0.85813,DelhiNCR,HR26,Aug,2008
Volkswagen,Vento Diesel Comfortline,Comprehensive,Diesel,5,"85,884",First Owner,1598,Manual,2013,20.54,103.6,250,15,75,2.2,DelhiNCR,HR26,Apr,2014
Honda,Brio VX AT,Comprehensive,Petrol,5,"85,000",Second Owner,1198,Automatic,2013,16.5,86.8,109,14,75,3.2,DelhiNCR,HR26,Feb,2013
Tata,Altroz XZ Diesel,Comprehensive,Diesel,5,"39,453",First Owner,1497,Manual,2021,23.64,88.77,200,16,20,8.61,DelhiNCR,HR26,Jun,2021
Maruti,Ciaz Zeta,Third Party,Petrol,5,"16,969",First Owner,1462,Manual,2021,20.65,103.25,138,15,20,9.42,DelhiNCR,DL8C,Jun,2021
Honda,WR-V VX,Third Party,Petrol,5,"59,415",First Owner,1199,Manual,2020,16.5,88.50,110,16,30,9.31,DelhiNCR,HR10,Jun,2020
Maruti,Wagon R CNG LXI Opt BSIV,Third Party,CNG,5,"73,490",First Owner,998,Manual,2020,33.54,67.04,90,,30,5.26,DelhiNCR,DL14,Jun,2020
Maruti,Vitara Brezza ZDi,Zero Dep,Diesel,5,"46,662",First Owner,1248,Manual,2019,24.3,88.5,200,16,40,7.97,DelhiNCR,DL9C,Jun,2019
Hyundai,i20 Asta Option 1.2,Third Party,Petrol,5,"39,963",First Owner,1197,Manual,2016,18.6,81.83,114.7,16,70,5.96,DelhiNCR,DL7C,Jun,2016
Maruti,Ciaz Zeta Automatic BSIV,Comprehensive,Petrol,5,"39,269",Second Owner,1462,Automatic,2018,20.28,103.25,138,15,50,9.31,DelhiNCR,HR51,Jun,2018
Maruti,Swift ZXI Plus,Third Party,Petrol,5,"28,218",First Owner,1197,Manual,2018,21.21,81.80,113,R15,50,6.31,DelhiNCR,DL6C,Jun,2018
Maruti,Swift ZXI Plus,Comprehensive,Petrol,5,"39,455",First Owner,1197,Manual,2019,21.21,81.80,113,R15,40,7.39,DelhiNCR,UP14,Jun,2019
Maruti,Swift Dzire VXI,Third Party,Petrol,5,"48,537",First Owner,1197,Manual,2013,19.1,85.8,114,14,75,3.8,DelhiNCR,DL3C,Jun,2013
Maruti,Ciaz Alpha BSIV,Third Party,Petrol,5,"52,818",First Owner,1462,Manual,2018,21.56,103.25,138,16,50,8.67,DelhiNCR,HR26,Jun,2018
Hyundai,Creta 1.6 SX Option Executive,Third Party,Petrol,5,"81,701",First Owner,1591,Manual,2019,15.8,121.3,151,17,40,11.6,DelhiNCR,DL12,Jun,2019
Hyundai,Verna 1.6 SX,Comprehensive,Diesel,5,"1,46,523",First Owner,1582,Manual,2013,22.32,126.32,259.8,16,75,3.21,DelhiNCR,DL3C,Jan,2014
Ford,Figo Diesel EXI,Third Party,Diesel,5,"1,55,983",First Owner,1399,Manual,2013,20,68.05,160,,75,1.58,DelhiNCR,HR14,Jun,2013
Hyundai,i10 Magna 1.1L,Third Party,Petrol,5,"27,226",First Owner,1086,Manual,2010,19.81,68.05,99.04,,75,1.62,DelhiNCR,DL8C,Feb,2010
Tata,Zest Quadrajet 1.3 XM,Third Party,Diesel,5,"1,29,148",First Owner,1248,Manual,2014,23,88.7,200,,75,1.75,DelhiNCR,DL1C,Nov,2014
Volkswagen,Polo Petrol Comfortline 1.2L,Comprehensive,Petrol,5,"84,000",First Owner,1198,Manual,2011,16.47,73.9,110,15,75,2.55,DelhiNCR,DL6C,May,2011
Renault,Duster 85PS Diesel RxL,Not Available,Diesel,5,"58,337",Second Owner,1461,Manual,2014,20.45,83.8,200,16,75,3.61,DelhiNCR,HR51,Jun,2014
Hyundai,i20 Magna 1.2,Not Available,Petrol,5,"83,008",First Owner,1197,Manual,2017,18.6,81.83,114.7,,60,5.5,DelhiNCR,DL9C,Mar,2017
Maruti,Vitara Brezza LDi Option,Third Party,Diesel,5,"84,159",First Owner,1248,Manual,2017,24.3,88.5,200,,60,6.0,DelhiNCR,DL9C,Jul,2017
Volkswagen,Ameo 1.5 TDI Highline Plus AT,Comprehensive,Diesel,5,"59,568",First Owner,1498,Automatic,2019,22,108.62,250,16,40,7.59,DelhiNCR,DL8C,Jun,2019
Maruti,Wagon R LXI CNG Optional,Third Party,CNG,5,"52,754",First Owner,998,Manual,2019,26.6,58.16,77,,40,5.45,DelhiNCR,HR26,Jun,2019
Maruti,Swift Dzire AMT ZXI,Third Party,Petrol,5,"61,946",First Owner,1197,Automatic,2018,21.21,81.80,113,15,50,6.87,DelhiNCR,HR26,Jun,2018
Maruti,Ciaz Alpha BSIV,Third Party,Petrol,5,"55,751",First Owner,1462,Manual,2018,21.56,103.25,138,16,50,8.67,DelhiNCR,DL12,Jun,2018
Honda,Amaze E i-Vtech,Comprehensive,Petrol,5,"46,383",First Owner,1198,Manual,2014,18,86.7,109,,75,4.09,DelhiNCR,DL4C,Jun,2014
Hyundai,Verna CRDi 1.6 SX Option,Third Party,Diesel,5,"60,895",First Owner,1582,Manual,2018,22,126.2,259.87,16,50,10.94,DelhiNCR,DL8C,Jun,2018
Maruti,Ciaz Zeta,Third Party,Petrol,5,"54,111",First Owner,1462,Manual,2021,20.65,103.25,138,15,20,8.72,DelhiNCR,UP16,Jun,2021
Maruti,Ciaz Alpha BSIV,Third Party,Petrol,5,"42,017",Second Owner,1462,Manual,2018,21.56,103.25,138,16,50,8.25,DelhiNCR,HR26,Jun,2018
Mahindra,TUV 300 Plus P8 BSIV,Comprehensive,Diesel,9,"82,754",First Owner,2179,Manual,2018,18.49,120,280,16,50,8.03,DelhiNCR,DL8C,Jun,2018
Maruti,Baleno Sigma,Comprehensive,Petrol,5,"21,856",First Owner,1197,Manual,2020,21.01,81.80,113,,30,6.03,DelhiNCR,DL12,Jun,2020
Maruti,Ciaz Alpha Diesel,Third Party,Diesel,5,"65,397",First Owner,1248,Manual,2019,28.09,88.50,200,16,40,8.61,DelhiNCR,DL4C,Jun,2019
Nissan,Micra Active XL Option,Comprehensive,Petrol,5,"18,904",Second Owner,1198,Manual,2018,18.97,67.04,104,,50,4.73,DelhiNCR,HR26,Jun,2018
Maruti,Vitara Brezza LDi Option,Third Party,Diesel,5,"84,159",First Owner,1248,Manual,2017,24.3,88.5,200,,60,6.0,DelhiNCR,DL9C,Jul,2017
Mahindra,TUV 300 T8,Comprehensive,Diesel,7,"56,000",First Owner,1493,Manual,2018,18.49,100,240,15,50,6.35,DelhiNCR,HR26,Feb,2018
Volkswagen,Polo 1.2 MPI Highline,Comprehensive,Petrol,5,"65,000",First Owner,1198,Manual,2013,16.47,74,110,15,75,3.65,DelhiNCR,DL10,Mar,2013
Skoda,Fabia 1.2 MPI Elegance,Comprehensive,Petrol,5,"59,000",First Owner,1198,Manual,2010,16.25,75,110,15,75,2.0,DelhiNCR,DL4C,May,2010
Hyundai,EON Era Plus,Comprehensive,Petrol,5,"49,816",First Owner,814,Manual,2015,21.1,55.2,74.5,,75,2.75,DelhiNCR,UP16,Jun,2015
Maruti,Ertiga ZXI,Zero Dep,Petrol,7,"45,228",First Owner,1462,Manual,2019,19.01,103.26,138,R15,40,8.3,DelhiNCR,DL3C,Feb,2019
Maruti,Ertiga ZXI AT,Not Available,Petrol,7,"37,320",First Owner,1462,Automatic,2019,17.99,103.26,138,R15,40,9.25,DelhiNCR,DL8C,Feb,2020
Maruti,SX4 S Cross Zeta DDiS 200 SH,Third Party,Diesel,5,"65,723",First Owner,1248,Manual,2018,25.1,88.5,200,R16,50,6.25,DelhiNCR,DL8C,May,2018
Hyundai,i20 Magna Plus Diesel,Third Party,Diesel,5,"61,153",First Owner,1396,Manual,2019,22.54,88.76,224,,40,6.97,DelhiNCR,DL1C,Jun,2019
Maruti,Ciaz Alpha Diesel,Third Party,Diesel,5,"60,603",Second Owner,1248,Manual,2019,28.09,88.50,200,16,40,9.34,DelhiNCR,DL3C,Jun,2019
Mahindra,Marazzo M6 8Str,Third Party,Diesel,8,"35,177",First Owner,1497,Manual,2019,17.3,121,300,,40,10.65,DelhiNCR,HR26,Jun,2019
Hyundai,Santro Sportz Executive CNG,Third Party,CNG,5,"45,369",First Owner,1086,Manual,2021,30.48 ,59.18,85.32,,20,5.75,DelhiNCR,HR10,Jun,2021
Maruti,Ciaz 1.4 Zeta,Third Party,Petrol,5,"42,573",First Owner,1373,Manual,2017,20.73,91.1,130,15,60,7.13,DelhiNCR,HR26,Jun,2017
Hyundai,Santro Sportz Executive CNG,Third Party,CNG,5,"52,701",First Owner,1086,Manual,2021,30.48 ,59.18,85.32,,20,5.81,DelhiNCR,DL7C,Jun,2021
Mercedes-Benz,GLA Class 200 CDI,Third Party,Diesel,5,"30,536",First Owner,2143,Automatic,2015,17.9,136,300,18,75,16.25,DelhiNCR,DL8C,Dec,2015
Volkswagen,Polo 1.2 MPI Comfortline,Comprehensive,Petrol,5,"56,000",Second Owner,1198,Manual,2014,16.47,74,110,,75,3.65,DelhiNCR,UP70,Jun,2014
Hyundai,EON Era Plus,Third Party,Petrol,5,"8,132",First Owner,814,Manual,2017,21.1,55.2,74.5,,60,3.0,DelhiNCR,DL2C,Mar,2018
Honda,Amaze VX i-DTEC,Zero Dep,Diesel,5,"87,107",First Owner,1498,Manual,2014,25.8,98.6,200,14,75,2.5,DelhiNCR,DL4C,Jun,2014
Jaguar,XF 2.0 Petrol Portfolio,Third Party insurance,Petrol,5,"18,000",Second Owner,1997,Automatic,2019,10.8,246.74,365,17,40,41.5,DelhiNCR,DL9C,Mar,2019
Toyota,Camry 2.5 Hybrid,Comprehensive,Petrol,5,"1,85,000",Second Owner,2494,Automatic,2017,19.16,157.7,213,17,60,18.9,DelhiNCR,PB08,Aug,2017
Maruti,Ciaz VXi Plus,Third Party insurance,Petrol,5,"64,000",First Owner,1373,Manual,2015,20.73,91.1,130,,75,5.95,DelhiNCR,DL3C,Mar,2015
Renault,Triber RXZ,Third Party insurance,Petrol,7,"22,000",First Owner,999,Manual,2020,20,71.01,96,,30,6.85,DelhiNCR,DL8C,Feb,2020
Maruti,Baleno 1.2 Zeta,Comprehensive,Petrol,5,"31,657",First Owner,1197,Manual,2019,21.4,83.1,115,16,40,7.52,DelhiNCR,DL8C,Jun,2019
Hyundai,Creta 1.6 VTVT AT SX Plus,Third Party,Petrol,5,"90,750",Second Owner,1591,Automatic,2018,13,121.3,151,17,50,11.75,DelhiNCR,HR70,Jun,2018
Maruti,Vitara Brezza ZDi Plus AMT,Comprehensive,Diesel,5,"56,975",First Owner,1248,Automatic,2018,24.3,88.5,200,16,50,8.4,DelhiNCR,DL12,Jun,2018
Audi,A4 35 TDI Technology,Comprehensive,Diesel,5,"42,000",First Owner,1968,Automatic,2016,18.25,187.74,400,17,70,15.0,DelhiNCR,DL5C,Apr,2016
BMW,5 Series 520d Luxury Line,Comprehensive,Diesel,5,"21,000",First Owner,1995,Automatic,2015,20.37,187.74,400,18,75,23.5,DelhiNCR,HR26,Jun,2015
MG,Hector Sharp DCT,Zero Dep,Petrol,5,"7,800",First Owner,1451,Automatic,2021,13.96,141,250,R17,20,17.75,DelhiNCR,DL2C,Jan,2021
Tata,Nexon 1.2 Revotron XE,Comprehensive,Petrol,5,"40,000",First Owner,1198,Manual,2020,17,108.5,170,,30,6.5,DelhiNCR,DL9C,Aug,2020
Maruti,Wagon R LXI Minor,Not Available,Petrol,5,"83,399",First Owner,1061,Manual,2009,18.9,67,84,13,75,0.8,DelhiNCR,DL5C,Mar,2009
Renault,Duster 85PS Diesel RxE,Third Party,Diesel,5,"1,12,698",Third Owner,1461,Manual,2014,20.45,83.8,200,16,75,2.9,DelhiNCR,HR51,May,2014
Hyundai,Grand i10 1.2 CRDi Magna,Third Party,Diesel,5,"36,305",Second Owner,1186,Manual,2018,24,73.97,190.24,,50,4.0,DelhiNCR,HR13,Mar,2018
Maruti,Swift Dzire 1.2 Vxi BSIV,Comprehensive,Petrol,5,"64,011",First Owner,1197,Manual,2011,17.5,85.8,114,14,75,2.0,DelhiNCR,DL9C,Jan,2011
Maruti,Vitara Brezza VDi,Third Party,Diesel,5,"27,867",First Owner,1248,Manual,2019,24.3,88.5,200,,40,8.1,DelhiNCR,DL3C,Jun,2019
Hyundai,Grand i10 Asta Option,Third Party,Petrol,5,"31,959",First Owner,1197,Manual,2016,18.9,82,114,14,70,4.88,DelhiNCR,DL12,Jun,2016
Skoda,Rapid 1.0 TSI Style,Third Party,Petrol,5,"13,011",First Owner,999,Manual,2021,18.97,108.62,175,R16,20,12.1,DelhiNCR,UP78,Jun,2021
