Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Depreciation Rate (in %),Price (in lacs),City,RTO,Registration Month,Registration Year
Tata,Altroz XZ,Third Party,Petrol,5,"20,268",First Owner,1199,Manual,2020,19.33,86.83,113,16,30,7.35,Mumbai,MH04,Jun,2020
Toyota,Yaris VX CVT BSIV,Third Party,Petrol,5,"79,209",First Owner,1496,Automatic,2018,17.8,105.5,140,15,50,9.27,Mumbai,MH04,Jun,2018
Tata,Altroz XZ,Comprehensive,Petrol,5,"43,385",First Owner,1199,Manual,2021,19.33,86.83,113,16,20,9.87,Mumbai,MH03,Jun,2021
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"91,012",First Owner,1248,Manual,2014,23.4,74,190,14,75,5.63,Mumbai,MH43,Jun,2014
Honda,City i DTEC V,Comprehensive,Diesel,5,"79,000",Second Owner,1498,Manual,2014,26,98.6,200,15,75,5.25,Mumbai,MH01,Feb,2014
Hyundai,EON D Lite,Comprehensive,Petrol,5,"36,000",Second Owner,814,Manual,2013,21.1,55.2,74.5,,75,2.25,Mumbai,MH01,Oct,2013
Maruti,Swift 1.3 VXi,Comprehensive,Petrol,5,"17,716",First Owner,1298,Manual,2013,16.1,8,11,14,75,5.25,Mumbai,MH02,Aug,2017
Maruti,Vitara Brezza ZDi Plus AMT,Comprehensive,Diesel,5,"20,203",First Owner,1248,Automatic,2019,24.3,88.5,200,16,40,10.15,Mumbai,MH47,Feb,2019
Mahindra,TUV 300 T8 AMT,Not Available,Diesel,7,"74,978",Second Owner,1493,Automatic,2015,18.49,100,230,15,75,5.0,Mumbai,MH47,Nov,2015
Datsun,RediGO T,Third Party,Petrol,5,"10,514",First Owner,799,Manual,2016,22.7,53.64,72,,70,2.0,Mumbai,MH01,Feb,2017
MG,Hector Sharp DCT,Third Party insurance,Petrol,5,"23,000",First Owner,1451,Automatic,2020,13.96,141,250,R17,30,15.95,Mumbai,MH01,Mar,2020
Volkswagen,Vento Petrol Highline,Comprehensive,Petrol,5,"13,000",First Owner,1598,Manual,2013,15.04,103.6,153,15,75,4.45,Mumbai,MH01,Apr,2013
Volkswagen,Ameo 1.2 MPI Highline,Third Party,Petrol,5,"93,838",First Owner,1198,Manual,2016,17,73.75,110,15,70,4.49,Mumbai,MH46,Jun,2016
Hyundai,Santro Asta BSIV,Third Party,Petrol,5,"13,340",First Owner,1086,Manual,2019,20.3,68,99,,40,4.98,Mumbai,MH03,Jun,2019
Maruti,Baleno 1.3 Zeta,Third Party,Diesel,5,"66,530",Second Owner,1248,Manual,2015,27.39,74,190,16,75,5.74,Mumbai,MH01,Jun,2015
Hyundai,Grand i10 1.2 Kappa Magna CNG BSIV,Comprehensive,CNG,5,"46,318",First Owner,1197,Manual,2019,18.9 ,65.39,98,,40,5.41,Mumbai,MH05,Jun,2019
Maruti,Baleno 1.2 Alpha,Third Party,Petrol,5,"44,380",Second Owner,1197,Manual,2015,21.4,83.1,115,16,75,5.68,Mumbai,MH01,Jun,2015
Honda,City i DTEC VX,Third Party,Diesel,5,"80,005",Second Owner,1498,Manual,2015,25.1,98.6,200,15,75,6.4,Mumbai,MH01,Jun,2015
Volkswagen,Vento 1.2 TSI Highline AT,Third Party,Petrol,5,"78,752",First Owner,1197,Automatic,2015,16.93,103.2,175,15,75,5.32,Mumbai,MH47,Jun,2015
Honda,City Corporate Edition,Third Party,Petrol,5,"69,804",Second Owner,1497,Manual,2012,16.8,116.3,146,15,75,3.59,Mumbai,MH01,Jun,2012
Ford,Ecosport 1.5 Diesel Titanium Plus BSIV,Third Party,Diesel,5,"55,929",First Owner,1498,Manual,2018,23,98.96,205,16,50,8.2,Mumbai,MH04,Jun,2018
Hyundai,Creta 1.6 VTVT SX Plus,Comprehensive,Petrol,5,"74,603",First Owner,1591,Manual,2017,13,121.3,151,17,60,9.81,Mumbai,MH02,Jun,2017
Maruti,Ciaz 1.4 S,Comprehensive,Petrol,5,"94,247",First Owner,1373,Manual,2017,20.73,91.1,130,16,60,6.15,Mumbai,MH01,Jun,2017
Ford,Ecosport 1.5 TDCi Titanium BSIV,Third Party,Diesel,5,"51,865",First Owner,1498,Manual,2016,22.77,98.59,205,16,70,6.37,Mumbai,MH02,Jun,2016
Honda,Civic 1.8 V AT,Comprehensive,Petrol,5,"82,346",Second Owner,1799,Automatic,2010,13.9,130.2,171.6,15,75,2.6,Mumbai,MH01,Jul,2010
Volkswagen,Vento 1.5 TDI Highline AT,Zero Dep,Diesel,5,"39,000",First Owner,1498,Automatic,2016,22.15,108.6,250,15,70,7.45,Mumbai,MH01,May,2016
Tata,Tiago 1.2 Revotron XZA,Comprehensive,Petrol,5,"20,000",First Owner,1199,Automatic,2018,23.84,83.83,114,14,50,5.45,Mumbai,MH01,Sept,2018
Lexus,NX 300h,Not Available,Petrol,5,"29,761",Second Owner,2499,Automatic,2019,18.32,194.3,210,18,40,45.0,Mumbai,MH14,May,2019
Tata,Tigor 1.2 Revotron XZA,Zero Dep,Petrol,5,"20,000",First Owner,1199,Automatic,2019,20.3,84,114,15,40,6.25,Mumbai,MH47,Apr,2019
Toyota,Corolla Altis G AT,Comprehensive,Petrol,5,"31,000",Second Owner,1798,Automatic,2015,14.28,138.03,173,15,75,7.99,Mumbai,MH02,May,2015
Maruti,S-Presso VXI Plus AT 2019-2022,Comprehensive,Petrol,5,"17,000",First Owner,998,Automatic,2021,21.7,67.05,90,,20,5.35,Mumbai,MH01,Dec,2021
Toyota,Fortuner 4x2 AT,Third Party,Diesel,7,"59,000",First Owner,2982,Automatic,2016,12.55,168.5,360,17,70,21.95,Mumbai,MH01,Apr,2016
Volkswagen,Vento 1.2 TSI Highline AT,Comprehensive,Petrol,5,"69,235",First Owner,1197,Automatic,2015,16.93,103.2,175,15,75,5.78,Mumbai,MH47,Jun,2015
Maruti,Swift AMT ZXI Plus,Third Party,Petrol,5,"76,092",First Owner,1197,Automatic,2020,21.21,81.80,113,R15,30,6.95,Mumbai,MH47,Jun,2020
Hyundai,i20 Active 1.2 SX,Third Party,Petrol,5,"71,438",First Owner,1197,Manual,2015,17.19,81.86,114.73,16,75,5.39,Mumbai,MH04,Jun,2015
Maruti,SX4 S Cross DDiS 200 Zeta,Third Party,Diesel,5,"84,596",Second Owner,1248,Manual,2015,23.65,88.5,200,16,75,5.87,Mumbai,MH01,Jun,2015
Maruti,Ciaz Alpha,Third Party,Petrol,5,"9,296",First Owner,1462,Manual,2021,20.65,103.25,138,16,20,10.46,Mumbai,MH48,Jun,2021
Hyundai,Creta 1.6 CRDi SX Option,Third Party,Diesel,5,"86,475",First Owner,1582,Manual,2016,19.67,126.2,259.9,17,70,9.12,Mumbai,MH01,Jun,2016
Ford,Ecosport 1.5 DV5 MT Titanium Optional,Comprehensive,Diesel,5,"71,994",First Owner,1498,Manual,2014,22.7,89.84,204,16,75,5.5,Mumbai,MH02,Jun,2014
Hyundai,Creta 1.6 CRDi SX Plus,Comprehensive,Diesel,5,"95,233",First Owner,1582,Manual,2016,19.67,126.2,259.9,16,70,8.92,Mumbai,MH04,Jun,2016
Hyundai,Creta 1.6 VTVT SX Plus Dual Tone,Comprehensive,Petrol,5,"49,563",First Owner,1591,Manual,2017,15.29,121.3,151,17,60,9.66,Mumbai,MH47,Jun,2017
Hyundai,Elantra 2.0 S,Third Party,Petrol,5,"36,133",First Owner,1999,Manual,2017,14.59,149.92,192.2,16,60,8.69,Mumbai,MH02,Jun,2017
Nissan,Terrano XL Plus 85 PS,Third Party,Diesel,5,"85,915",Second Owner,1461,Manual,2015,20.45,83.8,200,16,75,5.01,Mumbai,MH03,Jun,2015
Hyundai,Santro Asta BSIV,Third Party,Petrol,5,"16,752",First Owner,1086,Manual,2018,20.3,68,99,,50,5.19,Mumbai,MH47,Jun,2018
Honda,Amaze SX i-VTEC,Comprehensive,Petrol,5,"29,000",First Owner,1198,Manual,2014,18,86.7,109,,75,4.15,Mumbai,MH03,Apr,2014
Mercedes-Benz,M-Class ML 250 CDI,Comprehensive,Diesel,5,"54,000",First Owner,2143,Automatic,2014,15.26,203.2,500,18,75,24.5,Mumbai,MH02,Apr,2014
Volkswagen,Vento 1.6 Comfortline,Third Party insurance,Petrol,5,"55,157",First Owner,1598,Manual,2016,16.09,103.2,153,,70,5.35,Mumbai,MH01,Oct,2016
Honda,Amaze VX AT i-Vtech,Third Party insurance,Petrol,5,"26,000",First Owner,1198,Automatic,2015,15.5,86.7,109,14,75,4.95,Mumbai,MH02,Feb,2015
Honda,City i VTEC SV,Zero Dep,Petrol,5,"41,000",First Owner,1497,Manual,2016,17.8,117.3,145,,70,6.25,Mumbai,MH02,Oct,2016
Honda,City i VTEC CVT VX,Zero Dep,Petrol,5,"37,000",First Owner,1497,Automatic,2016,18,117.3,145,15,70,7.75,Mumbai,MH43,Oct,2016
Ford,Ecosport 1.5 Diesel Trend Plus BSIV,Third Party,Diesel,5,"85,000",First Owner,1498,Manual,2018,23,98.96,205,,50,7.95,Mumbai,MH43,Jun,2018
Honda,City V AT,Third Party insurance,Petrol,5,"36,000",First Owner,1497,Automatic,2012,15.6,116.3,146,15,75,4.75,Mumbai,MH01,Apr,2012
Maruti,Ciaz VXi Plus,Third Party,Petrol,5,"57,864",First Owner,1373,Manual,2015,20.73,91.1,130,,75,5.3,Mumbai,MH47,Jun,2015
Hyundai,Santro Sportz BSIV,Third Party,Petrol,5,"92,932",First Owner,1086,Manual,2019,20.3,68,99,,40,4.88,Mumbai,MH16,Jun,2019
Skoda,Octavia Style Plus 2.0 TDI AT,Comprehensive,Diesel,5,"60,617",First Owner,1968,Automatic,2017,19.3,141,320,16,60,14.67,Mumbai,MH01,Jun,2017
Ford,Ecosport 1.5 DV5 MT Titanium,Third Party,Diesel,5,"76,723",Second Owner,1498,Manual,2014,22.7,89.84,204,16,75,5.1,Mumbai,MH02,Jun,2014
Maruti,SX4 S Cross Zeta DDiS 200 SH,Third Party,Diesel,5,"97,824",Second Owner,1248,Manual,2018,25.1,88.5,200,R16,50,7.79,Mumbai,MH04,Jun,2018
Hyundai,Aura S,Comprehensive,Petrol,5,"66,764",First Owner,1197,Manual,2020,20.5,81.86,113.8,,30,7.62,Mumbai,MH06,Jun,2020
Maruti,Ciaz AT ZXi,Third Party,Petrol,5,"86,873",First Owner,1373,Automatic,2015,19.12,91.1,130,15,75,5.79,Mumbai,MH06,Jun,2015
Maruti,Ciaz RS ZXi Plus,Third Party,Petrol,5,"67,644",First Owner,1373,Manual,2016,20.73,91.1,130,16,70,6.15,Mumbai,MH46,Jun,2016
Toyota,Corolla Altis G,Third Party,Petrol,5,"78,274",First Owner,1798,Manual,2012,14.53,138.1,173,15,75,4.34,Mumbai,MH43,Jun,2012
Renault,Duster 85PS Diesel RxL Option,Third Party,Diesel,5,"79,395",First Owner,1461,Manual,2012,19.87,83.8,200,,75,4.53,Mumbai,MH46,Jun,2012
Maruti,Ignis 1.2 Alpha BSIV,Third Party,Petrol,5,"42,678",Second Owner,1197,Manual,2017,20.89,81.80,113,15,60,5.35,Mumbai,MH04,Jun,2017
Toyota,Corolla Altis G,Third Party,Petrol,5,"89,675",Second Owner,1798,Manual,2011,14.53,138.1,173,15,75,3.49,Mumbai,MH02,Jun,2011
Honda,WR-V i-VTEC S,Zero Dep,Petrol,5,"17,000",First Owner,1199,Manual,2017,17.5,88.7,110,16,60,6.25,Mumbai,MH03,Sept,2017
Hyundai,Santro Magna CNG,Third Party insurance,CNG,5,"34,000",First Owner,1086,Manual,2019,30.48 ,59.17,85.3,,40,4.75,Mumbai,MH47,Jul,2019
Honda,Jazz V CVT,Third Party insurance,Petrol,5,"29,000",First Owner,1199,Automatic,2018,18.2,88.7,110,15,50,6.75,Mumbai,MH02,Jul,2018
Maruti,Swift Dzire VXI,Third Party insurance,Petrol,5,"46,610",First Owner,1197,Manual,2012,19.1,85.8,114,14,75,3.2,Mumbai,MH02,Aug,2012
Honda,City i-VTEC CVT ZX,Comprehensive,Petrol,5,"38,000",First Owner,1497,Automatic,2017,18,117.6,145,16,60,9.25,Mumbai,MH01,Mar,2017
Honda,BR-V i-DTEC V MT,Third Party,Diesel,7,"41,000",First Owner,1498,Manual,2016,21.9,98.6,200,16,70,7.95,Mumbai,MH48,Jun,2016
Maruti,Wagon R LX BS IV,Third Party insurance,Petrol,5,"1,03,000",First Owner,998,Manual,2014,18.9,67.1,90,13,75,3.18,Mumbai,MH02,May,2014
Honda,Amaze S CVT Petrol BSIV,Third Party insurance,Petrol,5,"11,000",First Owner,1199,Automatic,2019,19,88.76,110,,40,7.25,Mumbai,MH05,Apr,2019
Maruti,Vitara Brezza ZDi Plus Dual Tone,Comprehensive,Diesel,5,"92,826",Second Owner,1248,Manual,2016,24.3,88.5,200,16,70,7.08,Mumbai,MH04,Jun,2016
Honda,City i DTEC VX,Comprehensive,Diesel,5,"80,346",Second Owner,1498,Manual,2014,25.1,98.6,200,15,75,6.04,Mumbai,MH43,Jun,2014
Hyundai,Grand i10 CRDi Magna,Third Party,Diesel,5,"83,793",First Owner,1120,Manual,2017,24,70,160,,60,4.99,Mumbai,MH47,Jun,2017
Maruti,Ciaz 1.4 Zeta,Third Party,Petrol,5,"43,680",First Owner,1373,Manual,2017,20.73,91.1,130,15,60,6.76,Mumbai,MH46,Jun,2017
Maruti,Wagon R LXI CNG Optional,Third Party,CNG,5,"50,542",First Owner,998,Manual,2019,26.6,58.16,77,,40,5.59,Mumbai,MH05,Jun,2019
Mahindra,KUV 100 NXT G80 K8 6Str,Third Party,Petrol,6,"14,966",First Owner,1198,Manual,2020,18.15,82,115,15,30,7.11,Mumbai,MH05,Jun,2020
Hyundai,Grand i10 1.2 CRDi Magna,Third Party,Diesel,5,"71,090",First Owner,1186,Manual,2018,24,73.97,190.24,,50,5.26,Mumbai,MH48,Jun,2018
Tata,Hexa XM,Third Party,Diesel,7,"50,528",First Owner,2179,Manual,2019,17.6,153.86,400,,40,12.09,Mumbai,MH08,Jun,2019
Skoda,Octavia Elegance 2.0 TDI AT,1,Diesel,5,"70,000",First Owner,1968,Automatic,2015,19.3,141,320,16,75,11.25,Mumbai,MH01,Jun,2015
Jeep,Grand Cherokee Limited 4X4,Third Party,Diesel,5,"90,443",First Owner,2998,Automatic,2016,12.8,239.6,570,18,70,29.46,Mumbai,GJ03,Jun,2016
Hyundai,Creta 1.6 VTVT SX Plus,2,Petrol,5,"45,000",First Owner,1591,Manual,2016,13,121.3,151,17,70,8.51,Mumbai,MH04,Jul,2016
Honda,Jazz 1.2 V i VTEC,Third Party insurance,Petrol,5,"43,000",First Owner,1199,Manual,2016,18.7,88.7,110,15,70,5.36,Mumbai,MH48,May,2016
Honda,Civic 1.8 V AT,Comprehensive,Petrol,5,"40,000",First Owner,1799,Automatic,2010,13.9,130.2,171.6,15,75,3.5,Mumbai,MH43,Mar,2010
Honda,Amaze S i-Vtech,Comprehensive,Petrol,5,"35,200",Second Owner,1198,Manual,2014,18,86.7,109,,75,3.71,Mumbai,MH02,Jun,2014
Maruti,Wagon R AMT VXI,Comprehensive,Petrol,5,"31,000",First Owner,998,Automatic,2016,20.51,67,90,,70,4.35,Mumbai,MH47,Mar,2016
Maruti,Swift ZXI BSIV,Third Party insurance,Petrol,5,"47,700",First Owner,1197,Manual,2015,22,81.80,113,15,75,4.7,Mumbai,MH01,May,2015
Hyundai,Creta 1.6 VTVT AT SX Plus,Third Party insurance,Petrol,5,"28,000",First Owner,1591,Automatic,2018,13,121.3,151,17,50,12.9,Mumbai,MH01,Jun,2018
Maruti,Celerio VXI,Third Party insurance,Petrol,5,"51,000",First Owner,998,Manual,2017,21.63,67.05,90,,60,4.38,Mumbai,MH47,Jun,2017
Maruti,Wagon R LXI CNG,Third Party insurance,CNG,5,"53,800",First Owner,998,Manual,2013,26.2,58.2,77,13,75,3.25,Mumbai,MH01,Jun,2013
Audi,Q3 35 TDI Quattro Premium,Comprehensive,Diesel,5,"68,601",First Owner,1968,Automatic,2016,15.73,174.33,380,17,70,19.9,Mumbai,MH02,Apr,2017
Mercedes-Benz,GLC Progressive 220d,Comprehensive,Diesel,5,"28,872",First Owner,2143,Automatic,2019,17.9,167.6,400,18,40,48.9,Mumbai,HR51,Sept,2020
Mercedes-Benz,C-Class C 220 CDI Avantgarde,Comprehensive,Diesel,5,"38,099",Second Owner,2143,Automatic,2017,19.27,170,400,17,60,28.85,Mumbai,MH43,Jan,2018
Mercedes-Benz,E-Class Expression E 220 d BSIV,Comprehensive,Diesel,5,"41,078",First Owner,1950,Automatic,2017,16.1,191.7,400,17,60,42.0,Mumbai,MH01,Sept,2017
Mercedes-Benz,C-Class Progressive C 200,Comprehensive,Petrol,5,"26,367",First Owner,1950,Automatic,2019,11.9,201.15,280,17,40,40.9,Mumbai,HR26,Oct,2020
Maruti,S-Presso VXI AT 2019-2022,Third Party,Petrol,5,"5,003",First Owner,998,Automatic,2020,21.7,67.05,90,,30,4.72,Mumbai,MH04,Jun,2020
Maruti,Celerio ZXI,Third Party,Petrol,5,"2,430",First Owner,998,Manual,2022,25.24,65.71,89,,15,5.86,Mumbai,PB10,Jun,2022
Maruti,Celerio VXI CNG,Third Party,CNG,5,"1,655",First Owner,998,Manual,2022,35.6 ,55.92,82.1,,15,6.74,Mumbai,MH46,Jun,2022
Renault,KWID RXT,Comprehensive,Petrol,5,"36,469",First Owner,799,Manual,2016,25.17,53.3,72,,70,3.06,Mumbai,MH46,Jun,2016
Hyundai,i10 Sportz AT,Third Party,Petrol,5,"36,708",First Owner,1197,Automatic,2011,16.95,78.9,111.8,13,75,2.77,Mumbai,MH43,Jun,2011
Maruti,Wagon R LXI CNG,Third Party insurance,CNG,5,"71,400",First Owner,998,Manual,2014,26.6,58.16,77,,75,3.45,Mumbai,MH43,Nov,2014
BMW,5 Series 520d,Comprehensive,Diesel,5,"57,000",Second Owner,1995,Automatic,2012,18.48,,35,17,75,12.9,Mumbai,MH04,Feb,2012
Maruti,Wagon R VXI,Third Party insurance,Petrol,5,"50,000",Second Owner,998,Manual,2017,18.9,67.1,90,13,60,3.72,Mumbai,MH02,Sept,2017
Toyota,Innova Crysta 2.8 ZX AT BSIV,Third Party insurance,Diesel,7,"1,03,000",First Owner,2755,Automatic,2018,11.36,171.5,360,17,50,18.94,Mumbai,MH02,Jul,2018
Maruti,Celerio VXI AT,Third Party insurance,Petrol,5,"48,000",First Owner,998,Automatic,2014,23.1,67.04,90,,75,4.15,Mumbai,MH03,Dec,2014
Land,Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Third Party insurance,Diesel,7,"71,300",First Owner,4367,Automatic,2011,10.2,308,700,19,75,26.75,Mumbai,MH03,May,2011
BMW,X3 xDrive20d,Third Party insurance,Diesel,5,"99,000",First Owner,1995,Automatic,2011,16.09,184,380,17,75,12.35,Mumbai,MH04,Jun,2011
Jeep,Compass 1.4 Limited,Third Party insurance,Petrol,5,"41,000",First Owner,1368,Automatic,2018,16,160,250,17,50,13.0,Mumbai,MH03,Jun,2018
Renault,Triber RXZ EASY-R AMT,Third Party insurance,Petrol,7,"3,713",First Owner,999,Automatic,2021,18.2,71.01,96,,20,7.39,Mumbai,MH03,Jan,2021
Renault,KWID 1.0 RXT Opt,Comprehensive,Petrol,5,"1,158",First Owner,999,Manual,2020,21.74,67,91,,30,4.68,Mumbai,MH47,Jun,2020
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"18,248",First Owner,998,Manual,2014,26.6,58.16,77,,75,3.44,Mumbai,MH04,Jun,2014
Tata,Hexa XMA,Third Party,Diesel,7,"9,960",First Owner,2179,Automatic,2020,17.6,153.86,400,,30,16.36,Mumbai,MH03,Jun,2020
Datsun,GO A,Third Party,Petrol,5,"18,329",First Owner,1198,Manual,2014,20.63,67.06,104,,75,2.66,Mumbai,MH01,Jun,2014
Maruti,Baleno 1.2 CVT Delta,Third Party,Petrol,5,"18,158",Second Owner,1197,Automatic,2018,21.4,83.1,115,,50,6.3,Mumbai,MH02,Jun,2018
Ford,Freestyle Trend Petrol BSIV,Comprehensive,Petrol,5,"9,046",First Owner,1194,Manual,2019,19,94.68,120,,40,5.31,Mumbai,MH04,Jun,2019
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"23,513",Second Owner,1197,Manual,2013,18.5,82.85,113.7,14,75,3.94,Mumbai,MH02,Jun,2013
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Comprehensive,Petrol,5,"43,606",First Owner,1197,Manual,2019,18.9,81.86,113.75,,40,5.56,Mumbai,MH15,Jun,2019
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"11,638",First Owner,998,Manual,2013,18.9,67.1,90,14,75,3.14,Mumbai,MH48,Jun,2013
Honda,City i-VTEC CVT V,Third Party,Petrol,5,"25,386",First Owner,1497,Automatic,2017,18,117.6,145,15,60,8.11,Mumbai,MH02,Jun,2017
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"38,778",First Owner,1197,Manual,2016,18.6,81.83,114.7,,70,5.5,Mumbai,MH03,Jun,2016
Hyundai,Grand i10 Sportz,Third Party insurance,Petrol,5,"35,400",First Owner,1197,Manual,2017,18.9,81.86,113.75,,60,4.7,Mumbai,MH43,Sept,2017
Hyundai,Grand i10 1.2 Kappa Magna AT,Third Party insurance,Petrol,5,"34,000",First Owner,1197,Automatic,2017,18.9,81.86,113.75,,60,5.5,Mumbai,MH04,Sept,2017
Hyundai,Creta 1.6 E Plus,Third Party insurance,Petrol,5,"35,700",First Owner,1591,Manual,2018,15.8,121.3,151,,50,8.95,Mumbai,MH01,Apr,2018
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Third Party insurance,Petrol,5,"25,800",First Owner,1197,Manual,2019,18.9,81.86,113.75,,40,5.3,Mumbai,MH47,Mar,2019
Hyundai,Grand i10 1.2 Kappa Magna CNG BSIV,Third Party insurance,CNG,5,"37,500",First Owner,1197,Manual,2019,18.9 ,65.39,98,,40,5.75,Mumbai,MH06,Jun,2019
Land,Rover Range Rover Evoque 2.2L Dynamic,Comprehensive,Diesel,5,"1,00,000",Second Owner,2179,Automatic,2012,12.7,187.7,420,18,75,17.5,Mumbai,MH02,Jul,2012
Hyundai,i10 Magna,Third Party insurance,Petrol,5,"28,000",First Owner,1197,Manual,2011,20.36,78.9,111.7,13,75,2.5,Mumbai,MH46,Dec,2011
Hyundai,i10 Sportz AT,Third Party insurance,Petrol,5,"31,800",First Owner,1197,Automatic,2011,16.95,78.9,111.8,13,75,2.75,Mumbai,MH03,Nov,2011
Maruti,Alto 800 VXI,Third Party,Petrol,5,"16,187",First Owner,796,Manual,2016,22.74,47.3,69,,70,3.09,Mumbai,MH02,Jun,2016
Maruti,Alto 800 LXI,Third Party,Petrol,5,"42,470",First Owner,796,Manual,2016,22.74,47.3,69,,70,2.69,Mumbai,MH01,Jun,2016
Honda,Amaze V CVT Petrol BSIV,Third Party,Petrol,5,"66,934",First Owner,1199,Automatic,2018,19,88.76,110,,50,6.37,Mumbai,MH46,Jun,2018
Maruti,Celerio ZXI,Comprehensive,Petrol,5,"11,846",First Owner,998,Manual,2017,23.1,67.04,90,,60,4.21,Mumbai,MH47,Jun,2017
Volkswagen,Polo Petrol Highline 1.2L,Comprehensive,Petrol,5,"52,803",Second Owner,1198,Manual,2013,16.47,73.9,110,15,75,3.51,Mumbai,MH03,Jun,2013
Hyundai,Creta 1.6 SX Automatic,Comprehensive,Petrol,5,"22,000",First Owner,1591,Automatic,2019,14.8,121.3,151,17,40,13.5,Mumbai,MH01,Dec,2019
Maruti,Celerio VXI AT,Third Party,Petrol,5,"18,442",First Owner,998,Automatic,2015,23.1,67.04,90,,75,3.57,Mumbai,MH04,Feb,2015
Ford,Ecosport 1.5 Ti VCT MT Trend,Comprehensive,Petrol,5,"69,388",First Owner,1499,Manual,2013,15.8,110,140,,75,3.65,Mumbai,MH04,Sept,2013
Datsun,RediGO T,Third Party,Petrol,5,"21,955",First Owner,799,Manual,2017,22.7,53.64,72,,60,2.27,Mumbai,MH01,Jun,2017
Honda,Brio V MT,Third Party,Petrol,5,"36,602",Second Owner,1198,Manual,2012,19.4,86.8,109,14,75,2.83,Mumbai,MH02,Jun,2012
Maruti,Wagon R LXI BS IV,Comprehensive,Petrol,5,"19,874",First Owner,998,Manual,2010,18.9,67.1,90,13,75,2.41,Mumbai,MH02,Jun,2010
Maruti,Alto 800 VXI,Third Party,Petrol,5,"34,189",Second Owner,796,Manual,2017,24.7,47.3,69,,60,2.76,Mumbai,MH48,Jun,2017
Hyundai,Grand i10 1.2 Kappa Magna CNG BSIV,Third Party insurance,CNG,5,"42,200",First Owner,1197,Manual,2019,18.9 ,65.39,98,,40,5.75,Mumbai,MH47,Jul,2019
Hyundai,Creta 1.6 VTVT AT SX Plus,Third Party insurance,Petrol,5,"67,000",First Owner,1591,Automatic,2017,13,121.3,151,17,60,9.5,Mumbai,MH48,Feb,2017
Hyundai,Verna 1.6 SX VTVT AT,Third Party insurance,Petrol,5,"59,000",First Owner,1591,Automatic,2015,15.74,121.3,154.9,16,75,6.0,Mumbai,MH02,Jan,2015
Hyundai,Creta 1.6 VTVT E Plus,Third Party insurance,Petrol,5,"25,700",First Owner,1591,Manual,2018,15.29,121.3,151,,50,8.95,Mumbai,MH06,Aug,2018
Maruti,Wagon R LXI Optional,Third Party,Petrol,5,"80,000",First Owner,998,Manual,2017,20.51,67.04,90,,60,3.0,Mumbai,MH46,Jun,2017
Hyundai,i20 Asta 1.2,Third Party insurance,Petrol,5,"25,700",First Owner,1197,Manual,2012,18.5,82.85,113.7,14,75,3.25,Mumbai,MH02,Mar,2012
Honda,Brio S Option MT,Third Party insurance,Petrol,5,"8,600",First Owner,1198,Manual,2012,18.4,86.8,109,14,75,3.25,Mumbai,MH02,Sept,2012
Mercedes-Benz,GLS 350d 4MATIC,Third Party insurance,Diesel,7,"23,200",Second Owner,2987,Automatic,2018,11,258,620,20,50,78.0,Mumbai,MH02,May,2018
Maruti,Alto 800 LXI S-CNG,Third Party,CNG,4,"16,400",First Owner,796,Manual,2021,31.59 ,40.36,60,,20,4.64,Mumbai,MH03,Jun,2021
Maruti,Wagon R AMT VXI,Third Party,Petrol,5,"40,505",Second Owner,998,Automatic,2016,20.51,67,90,,70,3.99,Mumbai,MH46,Jun,2016
Hyundai,i10 Magna,Third Party,Petrol,5,"49,938",First Owner,1197,Manual,2011,20.36,78.9,111.7,13,75,2.47,Mumbai,MH02,Jun,2011
Nissan,Micra Fashion Edition XL CVT,Comprehensive,Petrol,5,"35,095",First Owner,1198,Automatic,2018,19.34,76,104,,50,5.38,Mumbai,MH04,Jun,2018
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"10,492",First Owner,1197,Manual,2017,18.9,81.86,113.75,,60,5.03,Mumbai,MH47,Jun,2017
Maruti,Ignis 1.3 AMT Zeta,Third Party,Diesel,5,"53,189",Second Owner,1248,Automatic,2017,26.8,74,190,15,60,5.19,Mumbai,MH46,Jun,2017
Hyundai,i20 Sportz 1.2,Third Party insurance,Petrol,5,"20,135",First Owner,1197,Manual,2017,18.6,81.83,114.7,,60,5.67,Mumbai,MH47,Sept,2017
Maruti,Ignis 1.2 Delta BSIV,Comprehensive,Petrol,5,"4,875",Second Owner,1197,Manual,2018,20.89,81.80,113,,50,4.83,Mumbai,MH05,Jun,2018
Datsun,RediGO A,Third Party,Petrol,5,"31,211",Second Owner,799,Manual,2018,22.7,53.64,72,,50,2.57,Mumbai,MH48,Jun,2018
Maruti,Swift VDI,Third Party,Diesel,5,"55,261",First Owner,1248,Manual,2012,22.9,74,190,14,75,4.02,Mumbai,MH03,Jun,2012
